	Cruise	position	Station	Type	Date	Time	Latitude	Longitude	cast	Niskin	Cast_Type	depth	Pressure	Density00	Density11	Sal11	SoundVel	SoundVel1	Oxygen_uM	Oxygen_V	Temperature	Conductivity	Conductivity1	BeamT	BeamAt	Fluorescence	Turbidity	UVP5	POC	PON	TOC	TOC_QF	TOC_sd	DOC	DOC_QF	DOC_sd	TN	TN_QF	TN_sd	TDN	TDN_QF	TDN_sd	NH4	NH4_sd	PO4	PO4_sd	SiO4	SiO4_sd	N_N	N_N_sd	NO2	NO2_sd	O2_Winkler	O2_Winkler_sd	Chl_a_Fluor	Phaeo_Fluor	T_a_Fluor	TChl_a	TChl_b	TChl_c	Alpha_beta_Car	But_fuco	Hex_fuco	Allo	Diadino	Diato	Fuco	Perid	Zea	MV_Chl_a	DV_Chl_a	Chlide_a	MV_Chl_b	DV_Chl_b	Chl_c2	Chl_c3	Lut	Neo	Viola	Phytin_a	Phide_a	Pras	Gyro	TChl	PPC	PSC	PSP	TCar	TAcc	TPg	DP	TAcc_Tchla	PSC_TCar	PPC_TCar	TChl_TCar	PPC_Tpg	PSP_TPg	TChla_TPg	BactProd	BactProd_QF	BactProd_sd	BactAbund	BactAbund_QF	BactAbund_sd	PhytoC	NPP	Pro_Influx	Syn_Influx	Pico_Influx	Nano_Influx	TPhyto	Nano	Pico	TPhyto_Sytox	Nano_Sytox	Pico_Sytox	TPhyto_ROS	Nano_ROS	Pico_ROS	Z_MLD	Z_XML	N2	Eddy	Eddy_Loc	Eddy_Polarity	Eddy_Retention	Subregion	MSLA	SLA_std	DMS	EZD	EZD_Morel	Vitamins
N3-Tr1_S138	AT38		-9999	transect	8/31/17	10:16	40.5397	-68.3452	-9999	FT	flow-through	5				34.649					21.5																																																																																																																no
N3-Tr10_S147	AT38		-9999	transect	9/3/17	15:39	41.9208	-48.3561	-9999	FT	flow-through	5				32.519					17.4																																																																																																																no
N3-Tr11_S148	AT38		-9999	transect	9/3/17	18:12	42.2313	-47.4627	-9999	FT	flow-through	5				34.624					23.4																																																																																																																no
N3-Tr12_S149	AT38		-9999	transect	9/7/17	14:30	41.4627	-46.0925	-9999	FT	flow-through	5				35.045					20.7																																																																																																																no
N3-Tr2_S139	AT38		-9999	transect	8/31/17	20:38	40.3308	-65.7419	-9999	FT	flow-through	5				36.483					24.8																																																																																																																no
N3-Tr3_S140	AT38		-9999	transect	9/1/17	9:58	40.577	-62.2041	-9999	FT	flow-through	5				36.297					27.7																																																																																																																no
N3-Tr4_S141	AT38		-9999	transect	9/1/17	20:27	40.86	-59.3033	-9999	FT	flow-through	5				35.175					22.6																																																																																																																no
N3-Tr5_S142	AT38		-9999	transect	9/2/17	9:10	41.31777	-55.7433	-9999	FT	flow-through	5				35.33					23.4																																																																																																																no
N3-Tr6_S143	AT38		-9999	transect	9/2/17	12:16	41.5275	-54.9383	-9999	FT	flow-through	5				35.944					21																																																																																																																no
N3-Tr7_S144	AT38		-9999	transect	9/2/17	15:43	41.5516	-54.1333	-9999	FT	flow-through	5				35.224					22.2																																																																																																																no
N3-Tr8_S145	AT38		-9999	transect	9/2/17	19:27	41.5	-53.1863	-9999	FT	flow-through	5				33.812					20.6																																																																																																																no
N3-Tr9_S146	AT38		-9999	transect	9/3/17	8:08	41.7402	-50.1144	-9999	FT	flow-through	5				31.893					13.6																																																																																																																no
N3MLB1_S129	AT38		-9999	blank	-9999	-9999	-9999	-9999	-9999	ML	Microlayer	0.1				-9999					-9999																																																																																																																no
N3MLB2_S130	AT38		-9999	blank	-9999	-9999	-9999	-9999	-9999	ML	Microlayer	0.1				-9999					-9999																																																																																																																no
N3MLB3_S131	AT38		-9999	blank	-9999	-9999	-9999	-9999	-9999	ML	Microlayer	0.1				-9999					-9999																																																																																																																no
N3trA_S126	AT38		-9999	transect	9/18/17	14:25	51.1377	-44.1122	-9999	FT	flow-through	5				35.246					16																																																																																																																no
N3trB_S127	AT38		-9999	transect	9/19/17	14:26	48.2583	-49.5533	-9999	FT	flow-through	5				30.975					12																																																																																																																no
N3trC_S128	AT38		-9999	transect	9/20/17	15:13	46.1002	-55.4138	-9999	FT	flow-through	5				31.705					13.2																																																																																																																no
N4MLB1_S85	AT39-6		-9999	blank	-9999	-9999	-9999	-9999	-9999	ML	Microlayer	0.1				-9999					-9999																																																																																																																no
N4MLB2_S86	AT39-6		-9999	blank	-9999	-9999	-9999	-9999	-9999	ML	Microlayer	0.1				-9999					-9999																																																																																																																no
N4MLB3_S87	AT39-6		-9999	blank	-9999	-9999	-9999	-9999	-9999	ML	Microlayer	0.1				-9999					-9999																																																																																																																no
N4MLB4_S88	AT39-6		-9999	blank	-9999	-9999	-9999	-9999	-9999	ML	Microlayer	0.1				-9999					-9999																																																																																																																no
N4S1ML1_S34	AT39-6		1	ML	3/27/18	9:10	39.406	-43.445	morning	ML	Microlayer	0.1				-9999					-9999													257.5		5.6				13.6		0	1.121604892	0.044141961	0.342534648	0.002799824	1.370952467	0.008329207	3.956275877		1.2072975	0.043374637																																																		8.08	2	0.87																			N				Gulf_Stream_Sargasso					12	no
N4S1-5_S26	AT39-6	81	1	Cast	3/27/18	9:10	39.406	-43.445	morning	24	Deep	5	5.635	1026.3856	1026.3909	36.5432	1518.65	1518.66	5.0387	2.3453	18.3528	4.806011	4.806811	98.4416		0.7636	0.0529	5.5114475																														0.57	0.081	0.153	0.027	0.048	0.18	0.03	0.021	0.003	0.057	0.005	0.016	0.55	0.006	0.014	0.081		0.075	0.078		0.009	0.006	0.006	0.024	0.02		0.804	0.097	0.29	1.094	0.387	0.621	1.191	0.417	1.09	0.75	0.25	2.08	0.08	0.92	0.48																						80.33	75.5	3.59E-06	N				Gulf_Stream_Sargasso					12	yes
N4S1-25_S27	AT39-6	82	1	Cast	3/27/18	9:10	39.406	-43.445	morning	19	Deep	25	25.393	1026.4705	1026.4759	36.5431	1518.99	1519	5.0416	2.3421	18.3584	4.807479	4.808289	98.3639		0.8324	0.0477	5.4715781						57.1	2	1.1				5.4		1	0.14329167	0.02329753	0.255782194	0.001399019	0.940655442	0.001665841	1.470890048		0.375533111	0.016110579	5.289	0.007071068				0.58	0.082	0.153	0.028	0.048	0.181	0.032	0.025		0.064	0.005	0.017	0.566	0.006	0.008	0.082		0.076	0.077		0.009	0.007	0.006	0.025	0.022		0.815	0.102	0.298	1.113	0.4	0.635	1.215	0.429	1.09	0.75	0.26	2.04	0.08	0.92	0.48	11.16	3	5.81	6.85	2	0.67			3030000	17900000	9020000	1430000													N				Gulf_Stream_Sargasso					12	yes
N4S1-50_S28	AT39-6	83	1	Cast	3/27/18	9:10	39.406	-43.445	morning	17	Deep	50	50.322	1026.5792	1026.5845	36.5433	1519.42	1519.42	5.0294	2.332	18.3611	4.808895	4.809719	98.37		0.7859	0.0526	5.4964965						57.6	2	0.9				5.9		0.2	0.138290464	0.038421595	0.267325346	0.027050002	0.954201611	8.33E-04	1.484038649		0.298856861	0.009170638	5.302666667	0.022188586				0.585	0.081	0.156	0.027	0.049	0.172	0.029	0.018		0.063	0.005	0.017	0.571		0.014	0.081		0.077	0.079		0.009	0.005	0.005	0.024	0.02		0.822	0.091	0.289	1.111	0.38	0.617	1.202	0.416	1.05	0.76	0.24	2.16	0.08	0.92	0.49	11.05	3	4.37	6.82	2	0.69			2860000	17600000	9700000	1620000													N				Gulf_Stream_Sargasso					12	no
N4S1-75_S29	AT39-6	84	1	Cast	3/27/18	9:10	39.406	-43.445	morning	15	Deep	75	76.757	1026.6947	1026.7	36.5431	1519.86	1519.86	5.0276	2.3254	18.361	4.810115	4.810883	98.4267		0.8324	0.0454	5.4815454						58.5	2	1.1				4.9		0.4	0.185043023	0.040139309	0.251165741	4.66E-04	1.02110791	0.004997524	1.474446145		0.3248634	0.045853188	5.290666667	0.061010928				0.552	0.076	0.15	0.025	0.046	0.157	0.027	0.017		0.068	0.005	0.014	0.534	0.006	0.012	0.076		0.073	0.077		0.008	0.005	0.007	0.019	0.02		0.778	0.083	0.276	1.054	0.359	0.585	1.137	0.393	1.06	0.77	0.23	2.17	0.07	0.93	0.49	12.85	2	1.44	6.66	2	0.57			3090000	17200000	8960000	1580000													N				Gulf_Stream_Sargasso					12	yes
N4S1-100_S30	AT39-6	85	1	Cast	3/27/18	9:10	39.406	-43.445	morning	13	Deep	100	103.547	1026.8514	1026.8568	36.4775	1519.2	1519.2	4.8966	2.2594	18.0046	4.766467	4.767303	100.1877		0.0817	0.0299	5.4815454						55.8	2	1.8				5.9		0.6	0.121990314	0.038784115	0.263696853	0.014457374	1.200152936	0	2.470392726		0.3537813	0.012392753	5.166	0.041073106				0.079	0.013	0.022	0.004	0.007	0.018	0.003	0.002		0.012	0.001	0.004	0.076	0.001	0.002	0.013		0.01	0.012		0.001	0.001	0.002	0.012	0.003		0.114	0.013	0.038	0.152	0.051	0.086	0.165	0.058	1.09	0.75	0.25	2.24	0.08	0.92	0.48	3.93	2	1.19	3.55	2	0.22			3100000	18000000	9710000	1580000													N				Gulf_Stream_Sargasso					12	no
N4S1-150_S31	AT39-6	86	1	Cast	3/27/18	9:10	39.406	-43.445	morning	11	Deep	150	151.647	1027.0767	1027.082	36.4774	1519.82	1519.83	4.8677	2.2367	17.9448	4.762447	4.763243	100.5244		0.0115	0.0128	5.4466597						55.2	2	0.8				6.4		0.3	0.0826674	0.022192503	0.262048704	0.024250785	1.212756763	0.008329207	2.814897683		0.320326211	0.087988549	5.102333333	0.008020806																																													2.69	2	0.0252	3.53	2	0.29			807000	4660000	1200000	167000													N				Gulf_Stream_Sargasso					12	yes
N4S1-200_S32	AT39-6	87	1	Cast	3/27/18	9:10	39.406	-43.445	morning	9	Deep	200	201.851	1027.3113	1027.3164	36.4132	1519.83	1519.84	4.7017	2.1584	17.6885	4.730693	4.731466	100.6197		-0.0266	0.0123	5.4765617						55	2	1				6.7		0.2	0.22982175	0.032949001	0.303934598	0.006997574	1.365887377	0.008329207	3.689185236		0.250528916	0.045667296	4.965	0.010535654																																													2.08	2	0.508	3.57	2	0.13																			N				Gulf_Stream_Sargasso					12	no
N4S1-300_S33	AT39-6	88	1	Cast	3/27/18	9:10	39.406	-43.445	morning	7	Deep	300	303.909	1027.7881	1027.7934	36.3933	1520.96	1520.96	4.6269	2.1056	17.5019	4.713578	4.714406	100.6742		-0.02	0.0153	5.441676						53.4	2	1.1				7.2		0.7	0.21604863	0.159851814	0.316140779	0.017728778	1.6477655	0	4.149561897		0.3196056	0.008674927	4.9	0.033151169																																													1.74	2	0.0805	2.35	2	0.13																			N				Gulf_Stream_Sargasso					12	no
N4S2ML1_S44	AT39-6		2	ML	3/28/18	9:10	39.277	-41.213	morning	ML	Microlayer	0.1																						181.1		0.4							1.079945918	0.118567668	0.362328253	0.018602561	2.277951479	0.022359972	4.384962934		0.435408	0.035321398																																															0.1	2	0.39	15.11	2	0.9																			N				Gulf_Stream_Sargasso				54.69921924	11	no
N4S2Ml1_S45	AT39-6		2	ML	3/28/18	15:42	39.276	-41.214	afternoon	ML	Microlayer	0.1																															1.497518654	0.019964264	0.348443909	0.021701972	2.309573254	0.022359972	5.039393212		0.456816	0.005045914																																															0.27	2	0.377																						N				Gulf_Stream_Sargasso				54.69921924	11	no
N4S2-5_S36	AT39-6	73	2	Cast	3/28/18	9:03	39.277	-41.213	morning	24	Deep	5	6.476	1026.472	1026.4771	36.237	1514.54	1514.55	5.3382	2.4044	17.0647	4.637267	4.638018	96.4884		1.2584	0.0768	5.5463333																														0.99	0.165	0.233	0.055	0.06	0.276	0.054	0.03		0.066	0.023	0.06	0.974		0.016	0.165		0.127	0.106		0.018	0.013	0.014	0.037	0.041		1.388	0.199	0.425	1.813	0.624	1.022	2.012	0.704	1.03	0.68	0.32	2.22	0.1	0.9	0.49																						65.45378317	54.5	9.23E-06	N				Gulf_Stream_Sargasso				54.69921924	11	yes
N4S2-25_S37	AT39-6	74	2	Cast	3/28/18	9:03	39.277	-41.213	morning	19	Deep	25	26.064	1026.5617	1026.5668	36.2683	1515.15	1515.16	5.2478	2.3709	17.1496	4.650225	4.651223	98.5215		0.7661	0.0579	5.566268						56.1	2	1.4							0.4438822	0.061844238	0.290355111	0.003616287	2.064504497	0.033539957	2.364361673		0.31142	0.026491048	5.5025	0.003535534				0.407	0.092	0.079	0.026	0.019	0.083	0.019	0.008		0.028	0.005	0.034	0.396	0.005	0.006	0.092		0.043	0.036		0.011	0.006	0.003	0.028	0.028		0.578	0.087	0.135	0.713	0.222	0.393	0.8	0.28	0.97	0.61	0.39	2.6	0.11	0.89	0.51	27.04	2	4.46	13.71	2	1.24			0	66200000	17200000	1240000													N				Gulf_Stream_Sargasso				54.69921924	11	yes
N4S2-50_S38	AT39-6	75	2	Cast	3/28/18	9:03	39.277	-41.213	morning	17	Deep	50	51.312	1026.6756	1026.6807	36.2673	1515.53	1515.54	5.2036	2.3488	17.1343	4.649934	4.650677	99.2599		0.5392	0.0586	5.5463333						55.9	2	0.9							0.484327384	0.063374039	0.292181629	0.005166156	2.285856923	0.212419731	2.601349462		0.33372	0.018922177	5.462	0.004582576				0.329	0.091	0.057	0.022	0.014	0.051	0.014	0.005		0.025	0.003	0.028	0.323	0.004	0.002	0.091		0.031	0.026		0.01	0.005	0.004	0.035	0.028		0.477	0.069	0.093	0.57	0.162	0.31	0.639	0.226	0.94	0.57	0.43	2.94	0.11	0.89	0.51	27.11	2	1.94	7.05	2	0.81			0	52400000	13400000	1160000													N				Gulf_Stream_Sargasso				54.69921924	11	no
N4S2-75_S39	AT39-6	76	2	Cast	3/28/18	9:03	39.277	-41.213	morning	15	Deep	75	77.283	1026.8238	1026.8279	36.223	1515.07	1515.08	5.145	2.3118	16.8557	4.617113	4.618167	99.9078		0.2237	0.0294	5.5563006						56.4	2	1							0.935085935	0.021577771	0.313004673	0.01084969	2.222613373	0.033539957	3.267749467		0.437638	0.014507003	5.42	0.03132092				0.162	0.044	0.033	0.011	0.01	0.032	0.006	0.003		0.014	0.002	0.012	0.162			0.044		0.017	0.016		0.005	0.002	0.003	0.024	0.014		0.239	0.032	0.058	0.297	0.09	0.167	0.329	0.12	1.03	0.64	0.36	2.66	0.1	0.9	0.49	15.83	2	0.578	8.2	2	0.39			0	40600000	10000000	685000													N				Gulf_Stream_Sargasso				54.69921924	11	yes
N4S2-100_S40	AT39-6	77	2	Cast	3/28/18	9:03	39.277	-41.213	morning	13	Deep	100	102.309	1026.9775	1026.9827	36.2311	1515.02	1515.02	4.9683	2.2389	16.6947	4.602942	4.603709	100.3927		0.0899	0.0205	5.5612843						56.8	2	0.8							0.256609326	0.026624671	0.391199182	0.06976639	2.349100473	0.011179986	4.290789258		0.392146	0.004415175	5.212	0.005567764				0.075	0.02	0.017	0.004	0.007	0.014	0.003	0.002		0.008	0.001	0.004	0.074	0.001		0.02		0.008	0.009		0.002	0.001	0.002	0.012	0.006		0.112	0.013	0.03	0.142	0.043	0.08	0.155	0.057	1.07	0.7	0.3	2.6	0.08	0.92	0.48	4.65	2	1.55	5.51	2	0.41			0	14600000	3910000	505000													N				Gulf_Stream_Sargasso				54.69921924	11	no
N4S2-150_S41	AT39-6	78	2	Cast	3/28/18	9:03	39.277	-41.213	morning	11	Deep	150	152.119	1027.2186	1027.2235	36.1718	1514.92	1514.92	4.9267	2.2037	16.4112	4.56947	4.570253	100.5315		0.0252	0.0254	5.5612843						54.6	2	0.5							0.215448161	0.029108983	0.38132881	0.005167709	2.609980118	0.022359972	4.785867933		0.33149	0.049828401	5.126	0.112694277																																													2.43	2	0.198	5.05	2	0.71			0	4650000	1280000	174000													N				Gulf_Stream_Sargasso				54.69921924	11	yes
N4S2-200_S42	AT39-6	79	2	Cast	3/28/18	9:03	39.277	-41.213	morning	9	Deep	200	202.496	1027.4723	1027.4771	36.1142	1514.69	1514.7	4.7371	2.1169	16.0868	4.532158	4.532965	100.6776		-0.0159	0.0145	5.5563006						52.9	2	0.1							0.204938145	0.017032986	0.418237834	0.011887209	3.108023077	0.011179986	5.981208271		0.317218	0.025860309	5.052666667	0.117270343																																													1.64	2	0.0977	5.01	2	0.57			0	2500000	582000	156000													N				Gulf_Stream_Sargasso				54.69921924	11	no
N4S2-300_S43	AT39-6	80	2	Cast	3/28/18	9:03	39.277	-41.213	morning	7	Deep	300	303.345	1028.0091	1028.0138	35.9498	1513.26	1513.24	4.4295	1.9638	15.137	4.423437	4.423096	100.7674		-0.0348	0.0183	5.5712517						52.8	2	0.3							0.221361346	0.012076678	0.518024423	0.001034018	4.183163432	0.078259901	8.040548595		0.272618	0.044782487	4.791666667	0.004725816																																													0.83	2	0.0557	3.54	2	0.3			0	343000	122000	33600													N				Gulf_Stream_Sargasso				54.69921924	11	no
N4S2-1-25_S47	AT39-6		2.1	Deep Cast	3/29/18	12:13	42.116	-42.211	afternoon	18	Deep	25	27.795	1026.5185	1026.5235	36.5684	1518.86	1518.87	4.9408	2.3026	18.2881	4.803267	4.804015	98.867		0.628	0.0382	5.4466597						56.4	2	0.4							0.135167054	0.021201031	0.274477119	0.005994666	1.31354118	0.008620327	2.42090706		0.4112803	0.009128324																																															7.58	2	0.199	5.7	2	0.28			2150000	8090000	6240000	321000													N				Gulf_Stream_Sargasso					55	yes
N4S2-1-100_S48	AT39-6		2.1	Deep Cast	3/29/18	12:13	42.116	-42.211	afternoon	15	Deep	100	100.827	1026.8385	1026.8436	36.5685	1520.07	1520.08	4.9143	2.2768	18.2864	4.806419	4.807159	99.4693		0.54	0.0324	5.441676						56.3	2	1.4							0.149124581	0.005555882	0.365369067	0.105108277	1.386687084	0.129304912	2.482711511		0.42557285	0.017604625																																															7.53	2	0.515	3.43	2	0.31			2070000	7920000	6820000	361000													N				Gulf_Stream_Sargasso					55	yes
N4S2-1-300_S49	AT39-6		2.1	Deep Cast	3/29/18	12:13	42.116	-42.211	afternoon	12	Deep	300	303.062	1027.7764	1027.7812	36.4535	1521.66	1521.66	4.7915	2.1705	17.721	4.743295	4.744025	100.4858		-0.0164	0.0178	5.4167576						54.7	2	1.2							0.128033217	0.018715824	0.29836604	0.021250053	1.520787908	0.008620327	3.442235322		0.3753184	0.016952602																																															3.18	2	1.17	3.02	2	0.14			1670000	7340000	5410000	380000													N				Gulf_Stream_Sargasso					55	yes
N4S2-1-1k_S50	AT39-6		2.1	Deep Cast	3/29/18	12:13	42.116	-42.211	afternoon	8	Deep	1000	1008.389	1032.0061	1032.0111	35.01	1495.1	1495.1	4.2208	1.5532	6.9486	3.568985	3.569389	100.9337		-0.0206	0.01	5.3469861						45.6	2	0.5							0.122140037	0.011258952	1.30211951	0.037856362	13.35213788	0.431016373	20.565167		0.3338239	0.009128324																																																		1.05	2	0.1																			N				Gulf_Stream_Sargasso					55	yes
N4S2-1-1800_S51	AT39-6		2.1	Deep Cast	3/29/18	12:13	42.116	-42.211	afternoon	5	Deep	1800	1827.289	1036.0787	1036.0836	34.9303	1496.56	1496.57	5.9574	1.7335	3.9511	3.323939	3.324568	101.0802		-0.0307	0.0045	5.3519698						45.7	2	0.3							0.191301965	0.026021377	1.22939552	0.162330221	11.63320914	0.362053753	17.0189153		0.32690815	0.004564162																																																		0.7	2	0.05																			N				Gulf_Stream_Sargasso					55	no
N4S2-1-2300_S52	AT39-6		2.1	Deep Cast	3/29/18	12:13	42.116	-42.211	afternoon	3	Deep	2300	2335.259	1038.4009	1038.4057	34.9293	1503.53	1503.53	5.8894	1.6293	3.575	3.31088	3.311278	101.1254		-0.0323	0.004	5.3569534						45.1	2	0.6							0.172798675	0.005116869	1.42440175	0.135076841	13.4130928	0	17.18993569		0.3577985	0.006520232																																																		0.51	2	0.03																			N				Gulf_Stream_Sargasso					55	no
N4S2-1-2600_S53	AT39-6		2.1	Deep Cast	3/29/18	12:13	42.116	-42.211	afternoon	2	Deep	2600	2638.5	1039.7762	1039.7809	34.9234	1507.67	1507.67	5.9264	1.585	3.3435	3.301519	3.301984	101.1249		-0.0526	0.0069	5.3818718						46.1	2	0.8							0.211045514	0.009501583	1.14141155	0.037902097	14.38837152	0.172406549	16.90508886		0.30569985	0.047597691																																																		0.56	2	0.05																			N				Gulf_Stream_Sargasso					55	yes
N4S2-1-3000_S54	AT39-6		2.1	Deep Cast	3/29/18	12:13	42.116	-42.211	afternoon	1	Deep	3000	3038.488	1041.5875	1041.5921	34.9203	1513.09	1513.1	5.9116	1.5176	3.0212	3.287885	3.288318	101.0918		-0.0441	-0.001	45.037001						45.9	2	0.9							0.211458668	0.021488166	1.14141375	0.016243756	16.70465848	0.172406549	16.89357881		0.34350595	0.02673295																																																		0.47	2	0.07																			N				Gulf_Stream_Sargasso					55	no
N4S3-5_S55	AT39-6	65	3	Cast	3/30/18	6:59	43.499	-42.16	morning	24	Deep	5	7.027	1026.4281	1026.4331	36.545	1518.28	1518.29	4.9372	2.3032	18.2149	4.791965	4.792705	99.2219		0.6335	0.0424	5.4466597																														0.458	0.069	0.118	0.02	0.034	0.074	0.016	0.013	0.001	0.112	0.003	0.011	0.432	0.005	0.021	0.069		0.057	0.061		0.007	0.004	0.004	0.023	0.017		0.645	0.061	0.223	0.868	0.284	0.471	0.929	0.319	1.03	0.79	0.21	2.27	0.07	0.93	0.49																						214.13	180.5	-1.68E-07	N				Subtropical					44	yes
N4S3-25_S56	AT39-6	66	3	Cast	3/30/18	6:59	43.499	-42.16	morning	19	Deep	25	25.972	1026.51	1026.5151	36.5441	1518.6	1518.6	4.9422	2.3008	18.2161	4.792814	4.793581	99.1431		0.7206	0.0429	5.4865291						56	2	0.4							0.071892924		0.327864224		1.157846623		1.978406251		0.223745		5.2125	0.012020815				0.497	0.072	0.131	0.021	0.037	0.078	0.019	0.015		0.125	0.004	0.012	0.469	0.005	0.023	0.072		0.063	0.068		0.008	0.004	0.004	0.021	0.018		0.7	0.067	0.244	0.944	0.311	0.514	1.011	0.347	1.03	0.78	0.22	2.25	0.07	0.93	0.49	7.28	2	1.49	7.2	2	0.62			2860000	11600000	7170000	517000													N				Subtropical					44	yes
N4S3-50_S57	AT39-6	67	3	Cast	3/30/18	6:59	43.499	-42.16	morning	17	Deep	50	51.004	1026.618	1026.6229	36.5441	1519.03	1519.04	4.9363	2.2933	18.2234	4.794719	4.79548	99.2709		0.6913	0.0458	5.4366923						56.1	2	1.2							0.13253692		0.318632261		1.243566363	0.072735611	1.777359961		0.1993125	0.010723274	5.217333333	0.011150486				0.47	0.07	0.123	0.02	0.034	0.078	0.017	0.014		0.11	0.003	0.011	0.442	0.005	0.023	0.07		0.06	0.063		0.007	0.004	0.006	0.021	0.017		0.663	0.062	0.225	0.888	0.287	0.48	0.95	0.323	1.02	0.78	0.22	2.31	0.07	0.93	0.49	9.23	2	1.35	7.27	2	0.47			3060000	12200000	7770000	551000													N				Subtropical					44	no
N4S3-75_S58	AT39-6	68	3	Cast	3/30/18	6:59	43.499	-42.16	morning	15	Deep	75	75.974	1026.725	1026.7298	36.5445	1519.48	1519.49	4.9311	2.2863	18.2337	4.796924	4.797727	99.3822		0.5666	0.0367	5.426725						57	2	1.3							0.08376784		0.157056654		1.226422415		1.849320355		0.2296425		5.202666667	0.024006943				0.406	0.063	0.106	0.018	0.033	0.07	0.015	0.012		0.093	0.003	0.011	0.385	0.005	0.016	0.063		0.051	0.055		0.006	0.004	0.004	0.017	0.016		0.575	0.056	0.199	0.774	0.255	0.424	0.83	0.288	1.04	0.78	0.22	2.25	0.07	0.93	0.49	7.21	2	0.429	7.27	2	0.47			2860000	11800000	7680000	553000													N				Subtropical					44	yes
N4S3-100_S59	AT39-6	69	3	Cast	3/30/18	6:59	43.499	-42.16	morning	13	Deep	100	100.515	1026.8312	1026.8361	36.5446	1519.9	1519.91	4.9295	2.2805	18.2382	4.798553	4.79932	99.3635		0.651	0.0395	5.441676						56.6	2	1							0.097868454	0.031636828	0.314726553	0.004519221	1.18641987	0.008081735	2.020232821		0.21574125	0.055403584	5.202666667	0.018823744				0.417	0.064	0.108	0.018	0.034	0.072	0.015	0.012		0.089	0.004	0.011	0.4	0.005	0.012	0.064		0.052	0.056		0.007	0.004	0.003	0.014	0.016		0.589	0.056	0.199	0.788	0.255	0.427	0.844	0.289	1.02	0.78	0.22	2.31	0.07	0.93	0.49	6.91	2	0.777	6.81	2	0.62			2760000	10600000	6470000	435000													N				Subtropical					44	no
N4S3-150_S60	AT39-6	70	3	Cast	3/30/18	6:59	43.499	-42.16	morning	11	Deep	150	152.281	1027.0576	1027.0624	36.54	1520.71	1520.72	4.8634	2.2448	18.224	4.798902	4.799637	100.0747		0.2009	0.0294	5.4217413						56.8	2	1.1							0.0924618		0.315791725		1.294998207		2.286245532		0.23891		5.125333333	0.005507571																																													2.34	2	0.17	6.32	2	0.49			2500000	10100000	6160000	493000													N				Subtropical					44	yes
N4S3-200_S61	AT39-6	71	3	Cast	3/30/18	6:59	43.499	-42.16	morning	9	Deep	200	202.179	1027.3014	1027.306	36.4644	1520.5	1520.5	4.6428	2.1444	17.8926	4.757997	4.758582	100.5293		0.0263	0.0195	5.4217413						56.6	2	0.6							0.069136208		0.323603276		1.283568909		2.161724475		0.210265		5.124666667	0.009504385																																													2.83	2	0.343	6.55	2	0.55			1630000	6660000	3380000	282000													N				Subtropical					44	no
N4S3-300_S62	AT39-6	72	3	Cast	3/30/18	6:59	43.499	-42.16	morning	7	Deep	300	302.057	1027.8196	1027.8238	36.3649	1520.18	1520.18	4.6104	2.0926	17.259	4.685527	4.685974	100.7558		-0.0156	0.0176	5.3868555						52.9	2	0.6							0.043052695		0.399600989		1.900751037		4.430289152		0.1639275		4.960666667	0.150274194																																													1.03	2	0.102	2.48	2	0.23			202000	1800000	1070000	118000													N				Subtropical					44	yes
N4S4ML1_S74	AT39-6		4	ML	4/1/18	8:50	44.457	-38.285	morning	ML	Microlayer	0.1																						101.2		1.2																																																															0.01	2	0.342	5.47	2	0.35																			N				Subtropical			1.57		40	no
N4S4-5_S65	AT39-6	57	4	Cast	4/1/18	8:40	44.457	-38.285	morning	24	Deep	5	6.762	1026.8817	1026.8867	35.6912	1502.28	1502.29	5.4088	2.2855	13.3532	4.203235	4.20392	98.8477		0.7294	0.0458	5.3818718																														0.53	0.085	0.115	0.025	0.035	0.116	0.026	0.016		0.06	0.004	0.02	0.522		0.008	0.085		0.059	0.056		0.009	0.007	0.004	0.014	0.024		0.73	0.087	0.215	0.945	0.302	0.502	1.032	0.346	0.95	0.71	0.29	2.42	0.08	0.92	0.51																						128.9	128.5	5.18E-07	N				Subtropical			1.57		40	yes
N4S4-25_S66	AT39-6	58	4	Cast	4/1/18	8:40	44.457	-38.285	morning	19	Deep	25	25.1	1026.9648	1026.9704	35.6795	1502.43	1502.4	5.4129	2.2809	13.2998	4.198568	4.198249	98.8957		0.7511	0.047	5.3968229						54.2	2	1.8							1.365342028		0.429357821		2.947894654		6.422665845		0.2144758		5.6995	0.003535534				0.506	0.082	0.111	0.024	0.034	0.108	0.025	0.015		0.057	0.004	0.02	0.503		0.003	0.082		0.057	0.054		0.01	0.007	0.004	0.014	0.024		0.699	0.084	0.203	0.902	0.287	0.48	0.986	0.33	0.95	0.71	0.29	2.44	0.09	0.91	0.51	3.49	2	0.0824	7.52	2	0.79			0	34500000	10100000	1350000													N				Subtropical			1.57		40	yes
