	Domain	Phylum	Class	Order	Family	Genus
N24312	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
N24313	Bacteria					
N24314						
N24315	Bacteria	Proteobacteria	Gammaproteobacteria			
N24316	Bacteria	Parcubacteria				
N24317	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	
N24318	Bacteria	Planctomycetes	OM190	OM190	OM190	
N24319	Bacteria	Gracilibacteria				
N24320	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
N24323	Bacteria	Proteobacteria	Alphaproteobacteria			
N24325	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Illumatobacter
N24326	Bacteria	Acidobacteria	Acidobacteria	Subgroup_4	Elev-16S-573	
N24327	Bacteria	Bacteroidetes				
N24330	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales		
N24331	Bacteria					
N24333	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade1	SAR202_clade1	
N24334	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N24337	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter
N24341	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5		
N24344	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
N24345	Bacteria	Bacteroidetes				
N24346	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
N24353	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
N24356	Bacteria	Proteobacteria				
N24358						
N24359	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
N24360	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14		
N24362	Bacteria	Proteobacteria				
N24363	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	
N24364	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		
N24365	Bacteria	Gracilibacteria				
N24367	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia
N24370	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
N24372	Bacteria	Microgenomates				
N24374	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	Candidatus_Actinomarina
N24376	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira
N24377	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
N24378	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N24379	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	
N24380	Bacteria	TM6				
N24382	Bacteria	Saccharibacteria				
N24383	Bacteria	Proteobacteria	Alphaproteobacteria			
N24384	Bacteria	Proteobacteria				
N24388	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N24389	Bacteria	Proteobacteria	Gammaproteobacteria			
N24390	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chishuiella
N24392	Bacteria	Bacteroidetes	Cytophagia	Cytophagales		
N24393	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	
N24394	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadales_Incertae_Sedis	Kiloniella
N24395	Bacteria	Acidobacteria	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter
N24396	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes:BD2-11		
N24397	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	
N24398	Bacteria					
N24400	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Marinifilum
N24401	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
N24403	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N24406	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	
N24407	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
N24409	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N24410	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	
N24411	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae	Draconibacterium
N24413	Bacteria					
N24414	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N24415	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N24416	Bacteria					
N24417	Bacteria	Proteobacteria	Gammaproteobacteria			
N24418	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
N24419	Bacteria					
N24420	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	
N24421	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia
N24422	Bacteria	Bacteroidetes				
N24423	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	
N24424	Bacteria	Planctomycetes	Phycisphaerae	mle1-8		
N24425	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Simkania
N24426	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Captivus
N24427	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
N24429	Bacteria	Proteobacteria				
N24430	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
N24431	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N24432	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N24433	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Pelagibius
N24434	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5		
N24436	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	
N24437	Bacteria					
N24438	Bacteria	Planctomycetes	OM190	OM190	OM190	
N24439	Bacteria	Gracilibacteria				
N24440	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Marinicella
N24441	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N24442	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmatales_Incertae_Sedis	Candidatus_Hepatoplasma
N24443	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
N24445	Bacteria	Proteobacteria	Gammaproteobacteria			
N24446	Bacteria	Proteobacteria	Alphaproteobacteria			
N24447	Bacteria	Planctomycetes	OM190	OM190	OM190	
N24448	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
N24449	Bacteria	Proteobacteria	Alphaproteobacteria	SB1-18		
N24450						
N24451	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	
N24452	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
N24454	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas
N24455	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N24457	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N24458	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
N24459						
N24460	Bacteria	Bacteroidetes				
N24462	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30		
N24465	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N24467	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N24471						
N24472	Bacteria	Proteobacteria				
N24473	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade
N24474	Bacteria	Proteobacteria				
N24478	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
N24479	Bacteria					
N24481	Bacteria	Cyanobacteria	ML635J-21			
N24482	Bacteria	Bacteroidetes	Cytophagia	Cytophagales		
N24483	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
N24484	Bacteria	Bacteroidetes				
N24486	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	
N24487	Bacteria	Proteobacteria	Gammaproteobacteria			
N24489	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	
N24490	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	
N24491	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	
N24492	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Aureispira
N24493	Bacteria	Planctomycetes	vadinHA49			
N24495	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	
N24496	Bacteria	Proteobacteria	Gammaproteobacteria			
N24499	Bacteria	Proteobacteria				
N24501	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
N24503	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N24504						
N24505	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14		
N24506	Bacteria					
N24507	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	
N24508	Bacteria	Proteobacteria				
N24509	Bacteria	Proteobacteria				
N24510	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N24512	Bacteria					
N24513	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N24514	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
N24515	Bacteria	Proteobacteria	Alphaproteobacteria			
N24516	Bacteria	Gracilibacteria				
N24517	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
N24519	Bacteria	Chloroflexi	TK10			
N24520	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	
N24521	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmatales_Incertae_Sedis	Candidatus_Hepatoplasma
N24522	Bacteria	Bacteroidetes	Cytophagia	Cytophagales		
N24523	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
N24524	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	
N24526	Bacteria					
N24528	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
N24530	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
N24533	Bacteria	Parcubacteria				
N24534	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter
N24535	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	
N24537	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga
N24538						
N24539	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	M2PT2-76_termite_group
N24540	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
N24541	Bacteria	Bacteroidetes				
N24544	Bacteria	Proteobacteria	Alphaproteobacteria			
N24545	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
N24547	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	
N24548	Bacteria	Proteobacteria	Alphaproteobacteria	SB1-18		
N24549	Bacteria	Bacteroidetes	Cytophagia	Order_III	B2706-C7	
N24550	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N24551	Bacteria	Proteobacteria	Gammaproteobacteria			
N24552	Bacteria	Proteobacteria				
N24553	Bacteria	Candidate_division_WS6				
N24556	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter
N24557						
N24560	Bacteria					
N24561	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales		
N24563	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella
N24564	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5		
N24565	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	
N24567	Bacteria	Planctomycetes	028H05-P-BN-P5			
N24568	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
N24570	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	ME2	
N24573	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax
N24574	Bacteria	Proteobacteria	Alphaproteobacteria			
N24575	Bacteria	Planctomycetes	Phycisphaerae	CCM11a		
N24576	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	
N24577	Bacteria	Gracilibacteria				
N24579	Bacteria	Gracilibacteria				
N24580	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
N24581	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
N24585	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas
N24589	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14		
N24590	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14		
N24593	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter
N24594	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		
N24596	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	
N24598	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N24599	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N24601	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	
N24604	Bacteria	Bacteroidetes	Cytophagia	Cytophagales		
N24605	Bacteria	Verrucomicrobia	OPB35_soil_group			
N24606	Bacteria					
N24607						
N24608	Bacteria	Proteobacteria	Gammaproteobacteria			
N24609	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29		
N24610	Bacteria					
N24611	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage
N24613	Bacteria	Candidate_division_OP3				
N24615	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Candidatus_Puniceispirillum
N24617	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Neptuniibacter
N24621	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Phaeodactylibacter
N24622	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas
N24623	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	
N24624	Bacteria	Proteobacteria				
N24625	Bacteria					
N24626	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales		
N24627	Bacteria	Proteobacteria				
N24628	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	
N24629	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales		
N24630	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group		
N24631	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N24632	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
N24633	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	
N24634	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N24635	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
N24636	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Candidatus_Puniceispirillum
N24637	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus
N24638	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N24639	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N24640	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.A
N24641	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Pseudoteredinibacter
N24642	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N24643	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa
N24644	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4
N24645	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N24646	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oleispira
N24647	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N24648	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib_other
N24649	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4
N24650	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N24651	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N24653	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
N24654	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicibacter
N24655	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N24656	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	uncharact1
N24657	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N24658	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N24659	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4
N24660	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N24661	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	ZD0417_marine_group
N24662	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib_other
N24663	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib.2
N24664	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N24665	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	
N24666	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
N24667	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N24668	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Pseudomaricurvus
N24669	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
N24670	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N24671	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N24672	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N24673	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus
N24674	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N24675	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N24676	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.1
N24677	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Id
N24678	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4
N24679	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N24680	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus
N24681	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4
N24682	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4
N24683	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	ZD0405	
N24684	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14		
N24685	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N24686	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	clade N2	
N24687	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	IV	IV
N24688	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib.2
N24689	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N24690	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N24691	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14		
N24692	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N24693	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N24694	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N24695	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib_other
N24696	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	ZD0417_marine_group
N24697	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
N24698	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Id
N24699	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4
N24700	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4.N1	
N24701	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N24702	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N24703	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N24704	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
N24706	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N24707	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib_other
N24708	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Pseudoteredinibacter
N24709	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N24710	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	uncharact1
N24711	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquibacter
N24712	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N24713	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N24714	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4
